Electricity_Consumption,SQFT,Number_Workers,Building_Activity,Work_hours,Cooling_Days,Number_desktops,Wall_Construction_Material,Boiler,Own_Type,Climate_Zone
202357,17750,9,26,60,3878,7,1,2,2,4
787013,83000,35,2,50,2918,25,1,2,2,5
937083,42000,130,2,40,643,30,1,1,1,2
6439251,176000,175,16,168,3062,150,1,1,97,7
4301850,150000,128,23,71,2304,37,1,2,3,4
135941,25000,12,5,40,4149,6,3,1,2,5
3221753,140000,200,8,65,375,50,1,1,10,2
729880,47000,20,13,66,1454,50,1,1,10,3
8457031,360000,1000,16,168,264,2000,1,1,5,7
192593,5500,20,15,80,1285,2,1,1,2,2
1348729,480000,45,5,168,1686,15,5,2,3,3
5184369,220000,350,2,168,75,150,1,2,1,3
136798,3200,8,2,40,2382,18,3,2,10,4
8159854,370000,648,16,168,760,700,1,2,97,7
56287,12000,1,13,30,2597,30,1,2,5,5
2373353,126000,125,14,40,1888,181,3,1,10,3
1039486,85000,4,18,168,1572,30,1,2,5,3
135818,2000,1,6,154,943,1,1,2,1,2
1361279,55000,100,16,168,3975,50,3,2,2,7
28409,4500,1,13,2,1199,30,1,2,5,2
695373,1400,0,1,0,1832,30,1,2,3,4
1941508,152000,75,14,60,1787,120,3,2,9,3
254291,75000,29,26,60,751,12,1,2,3,2
1649744,176000,475,2,55,2768,400,6,2,2,5
49870,20000,25,2,50,913,30,1,2,10,2
4448654,200000,650,2,168,2403,600,2,2,2,4
1640147,150000,120,14,65,2309,500,1,2,10,5
14349,5000,2,25,40,2145,3,1,2,3,4
15398098,450000,250,16,168,1701,3615,5,1,4,7
144266,15000,3,25,58,2771,6,5,2,3,4
1207502,140000,35,12,52,2018,30,3,2,4,4
94472,7800,0,18,168,186,30,1,2,2,1
148305,9000,56,2,45,4318,12,1,2,1,5
7488255,210000,450,4,72,2778,500,1,2,9,4
1432263,210000,60,18,168,1375,20,1,1,9,4
3397608,260000,250,7,60,2067,100,1,2,97,7
536200,12000,45,17,168,1786,27,1,1,2,4
30764,7500,5,14,4,1355,30,1,2,4,4
2203870,104000,50,14,168,2790,200,1,1,9,7
2790932,152000,45,13,90,2346,285,1,1,9,4
156494,40000,35,26,58,671,36,1,2,3,2
695373,1700,0,1,0,2038,30,3,2,3,4
8069527,425000,125,14,80,2774,325,1,1,10,4
23869,4500,1,26,60,919,3,8,1,3,2
6773826,220000,150,25,168,2974,75,3,2,2,5
570697,23000,38,23,73,2174,10,2,2,2,4
9348,1300,2,2,32,1972,2,1,2,3,3
8860673,500001,1173,2,61,2002,700,6,2,1,3
930899,52000,20,23,55,1551,9,1,2,7,2
63921,4700,6,2,42,684,11,1,2,3,2
1252816,60000,200,26,133,991,17,3,1,8,2
45500,10000,6,2,40,1035,7,3,1,3,3
1000939,132000,135,14,50,1318,261,1,1,10,3
11207,3600,0,1,0,1587,30,1,2,2,3
662934,25500,69,17,168,867,8,3,2,2,3
1731761,97000,48,23,68,2755,57,5,2,2,4
695373,10000,0,5,40,316,30,5,2,2,2
172061,15000,20,14,50,519,1,4,1,10,1
375043,45000,15,91,40,2129,30,2,2,2,4
109015,13000,1,2,40,1435,2,1,2,2,4
12491,5000,1,13,56,1469,1,4,2,3,3
42341,20250,3,12,4,3259,1,1,2,4,5
2186247,55000,30,6,126,445,7,3,2,3,2
205172,17000,4,18,168,3528,25,1,2,9,4
545969,162000,10,13,94,774,40,1,2,9,2
6585460,450000,85,13,90,965,50,3,2,9,2
16694,9400,3,13,40,1351,3,1,2,9,5
44493,11500,14,5,49,1574,20,3,2,3,4
1468145,108000,73,23,55,2309,22,3,1,3,4
62865,1400,1,15,60,834,30,1,2,3,2
6125986,405000,50,18,168,13,70,8,1,3,7
20737,2900,3,14,60,1079,50,1,1,9,7
119831,2600,1,26,98,3139,2,1,2,2,4
216900,5700,2,18,168,4241,30,1,2,3,7
283206,25000,14,23,26,1990,4,3,2,2,4
8909132,500001,1400,2,60,1852,250,1,1,8,3
1865955,152000,120,14,50,1822,354,1,1,10,3
108502,17000,22,2,72,1614,4,1,2,1,2
81232,30000,3,12,55,794,1,1,2,4,2
15033,2200,7,5,40,726,30,1,2,3,4
1315400,43000,40,16,168,510,55,1,1,2,7
89992,5700,13,2,40,756,14,1,2,5,2
21569114,600000,1800,16,168,900,1500,1,1,5,7
1093780,172000,600,2,45,4355,200,1,2,1,5
4394166,380000,200,14,60,1403,670,1,1,10,3
22883,3000,3,5,40,2321,30,5,2,3,3
4114,1400,1,5,35,1655,30,1,2,3,3
4260261,196000,115,25,126,3764,75,3,2,2,5
1123172,146000,80,18,168,1422,13,1,2,2,3
2710414,100000,100,25,119,1951,2,3,2,3,4
7727132,235000,250,16,168,2304,150,1,1,1,7
5530301,450000,40,18,168,1235,14,1,2,1,7
3752957,250000,120,14,101,1423,250,3,1,10,3
96879,3300,1,6,70,1534,2,4,2,3,4
5913157,380000,200,14,50,3675,200,1,2,10,5
17907,3600,1,12,2,1642,30,1,2,4,3
295566,20250,30,15,130,694,6,1,2,3,4
1001409,235000,815,2,50,2509,1500,3,2,1,4
680198,80000,25,18,168,4098,7,1,2,2,7
14864443,1500000,500,24,76,696,400,2,2,3,7
488809,54000,46,14,40,1564,2,1,1,10,3
303653,30000,6,5,55,832,3,3,2,3,3
428669,33500,25,18,168,1916,35,1,2,9,4
1202365,134000,45,5,168,1620,16,1,2,3,4
938701,60000,115,2,75,1746,125,5,2,3,3
2575408,285000,100,14,60,2027,75,1,1,10,4
4152590,300000,1480,2,60,315,1300,1,2,2,3
2315465,250000,400,2,40,865,400,1,1,10,1
2152226,126000,50,7,168,525,125,1,2,10,2
2287100,225000,300,2,72,1372,300,1,1,10,2
24001,1600,3,26,54,1176,1,4,2,3,3
575296,60000,75,2,50,4303,20,3,2,2,5
2896644,600000,300,14,60,1293,200,1,1,8,2
18699896,1800000,4500,13,168,1111,1700,6,2,10,7
121174,12250,11,2,40,548,15,1,2,3,1
1351596,80000,90,26,85,1309,50,3,2,2,3
63763,7200,13,2,48,1153,24,1,2,5,2
535754,91000,80,14,60,456,60,2,1,10,1
911006,10500,40,15,94,3747,4,5,2,10,5
12029521,1700000,2500,2,60,1626,100,1,2,8,7
372011,28500,75,13,84,483,20,4,1,5,2
2499475,164000,350,14,80,1682,500,1,2,9,3
504251,84000,75,14,40,3430,30,1,2,10,5
9483574,275000,240,4,15,1560,125,6,1,2,3
6773745,200000,100,18,168,2104,25,2,2,3,7
75900,10500,19,5,83,1567,4,1,2,3,3
179343,25000,3,12,28,1761,30,1,2,4,4
2236448,280000,120,14,60,1967,50,1,2,4,4
3514148,240000,147,14,88,1763,30,1,2,10,2
41135,15000,10,18,168,512,5,1,1,5,7
2552970,295000,175,5,80,2329,150,2,2,2,4
370039,28000,50,2,40,4177,45,3,2,2,5
122887,11000,37,2,45,848,22,3,2,2,2
15169,2100,0,1,0,3002,3,3,2,2,5
5913095,600000,80,1,84,2052,15,2,2,2,4
346428,33000,58,2,50,748,35,1,1,10,1
23079,4000,1,26,54,1518,30,3,1,2,3
611721,87000,40,5,70,1614,30,2,2,2,4
10437664,225000,1200,2,168,1512,800,3,1,2,3
204805,17500,9,13,50,815,10,5,2,5,2
5782052,370000,483,2,62,4559,300,2,2,3,5
825673,51000,80,2,70,1471,100,1,1,5,3
367679,25500,36,13,70,1388,80,1,1,10,3
122901,7500,8,14,40,3632,4,1,2,10,5
99618,27000,10,26,40,954,5,5,2,10,2
21363,3700,6,2,60,1691,3,2,2,3,2
928377,98000,70,14,85,1218,6,1,1,10,2
1360690,76000,5,12,95,1002,7,1,2,4,3
523067,54000,56,8,55,1993,56,1,1,2,4
9297889,440000,746,2,40,1274,600,3,2,1,3
6097292,250000,1100,2,68,2907,600,1,2,2,5
3590009,275000,100,14,75,314,120,1,1,10,7
3740069,300000,300,2,50,1157,10,6,1,1,4
1028306,30500,10,13,80,3507,6,3,2,2,5
3530859,220000,630,2,48,4128,500,6,2,1,5
48130,2400,0,91,168,1167,30,3,2,9,2
2683368,51000,40,17,168,1071,5,4,2,5,2
102703,3000,5,15,105,820,5,1,2,3,2
29072881,1700000,3500,16,168,1553,3615,1,2,2,7
165048,10000,3,13,60,1490,2,6,2,10,3
2764635,114000,75,8,60,690,90,2,1,2,2
7915866,265000,216,23,75,1150,65,1,1,2,3
86356,3200,15,2,48,560,15,4,2,2,2
341113,30500,45,2,80,708,14,1,1,2,2
242945,15000,2,13,70,1809,1,5,2,5,3
363105,66000,22,12,18,2952,15,1,1,4,4
3342,1500,2,2,40,2035,2,5,2,3,3
90468,410000,35,5,50,596,50,3,2,2,2
19911564,700000,3000,16,168,1146,550,1,1,5,7
46388,8500,2,2,35,1004,5,1,1,5,2
317517,30000,10,18,168,489,30,4,2,2,7
672228,47000,200,2,168,3757,89,2,2,2,5
93165,29500,45,2,45,375,40,1,2,3,2
12887,3500,2,13,4,968,1,1,2,9,2
170479,13000,12,2,40,2826,30,3,2,5,4
123756,16250,20,8,70,1550,10,1,2,2,2
217598,10500,12,14,40,3380,23,1,2,9,4
85582,12500,30,14,30,1610,30,1,1,10,3
721296,67000,75,14,45,2784,237,1,2,10,5
20258,7000,5,26,40,1463,4,5,2,3,4
95247,15250,18,26,40,710,2,5,2,10,2
7455314,210000,150,25,168,4174,75,3,2,2,5
1960175,215000,477,2,168,997,330,6,2,1,2
252475,16500,35,14,75,3766,50,3,2,9,5
70271,12750,5,26,54,1890,7,5,2,3,4
380291,23000,40,4,45,901,60,4,1,5,2
11577451,1800000,135,5,70,2116,40,5,1,1,7
814098,340000,35,5,36,2067,9,1,1,1,4
95350,14000,20,2,40,1196,15,1,2,5,2
47258,15000,15,25,44,4287,6,5,2,3,5
2141472,340000,172,14,84,760,367,1,1,10,1
433911,15000,125,13,48,3286,30,3,2,10,5
29858,22000,1,12,10,2099,1,1,2,4,4
114441,5000,12,25,72,785,30,5,2,2,2
255124,17500,27,23,71,1870,4,1,1,1,4
7990485,350000,600,2,60,1432,550,3,1,2,3
140657,1800,11,15,77,1410,1,3,2,2,3
108418,10750,6,7,168,854,10,1,2,10,2
472351,12750,10,26,70,3535,4,5,2,10,5
924255,58000,60,17,168,2149,20,1,2,2,4
50240,6000,6,8,32,1922,9,1,2,2,4
1308027,100000,60,14,60,1663,70,1,1,9,3
7597694,350000,300,2,168,2152,400,1,1,3,4
13171,3750,1,5,60,788,30,5,2,3,2
22655338,800000,1152,16,168,808,250,1,1,2,7
3572659,146000,45,14,84,1522,40,1,1,6,7
2058976,245000,0,5,0,797,30,1,2,2,3
872771,68000,75,14,50,217,200,3,1,10,1
11421,3000,5,2,50,576,3,4,2,2,1
3595821,178000,91,23,96,4279,41,1,2,2,5
2233522,150000,600,2,55,1352,500,2,2,9,4
1178703,60000,175,14,168,1814,200,3,2,6,7
309295,66000,18,11,60,1360,12,3,2,2,4
206503,50000,3,12,40,1851,3,1,2,4,3
1936,1400,0,1,0,245,30,3,2,3,2
5165359,132000,40,17,168,3124,25,3,1,5,5
97189,5000,8,2,70,602,7,4,1,2,1
8554762,50000,50,4,168,1532,200,3,2,5,3
12775950,2100000,400,18,168,3702,400,1,1,2,7
854608,60000,45,8,56,1625,30,1,2,5,3
43614,25000,8,26,50,2331,3,5,2,2,4
2255244,144000,40,14,68,3043,150,1,1,9,5
4328314,205000,150,25,168,1270,50,3,2,2,3
53870,9500,4,13,50,3489,9,5,2,4,5
1682911,55000,425,2,132,4212,250,1,2,2,5
606893,55000,28,14,144,658,22,1,2,6,7
1835533,490000,150,5,60,1321,50,2,2,1,4
15322880,500000,650,16,168,2230,500,1,1,5,7
16969,5000,3,14,4,626,30,5,2,4,1
6594717,430000,280,18,168,3680,52,3,1,2,7
770719,120000,12,5,70,1400,14,1,2,2,3
109215,55000,20,14,50,808,25,3,1,9,3
234113,46000,4,25,49,749,3,1,1,3,2
1137223,100000,65,2,60,1279,50,2,2,2,3
5377432,285000,110,4,93,80,40,6,2,5,3
56140,5000,0,5,168,662,30,5,2,2,2
74374,17500,8,25,66,1278,5,3,2,2,2
23107,3000,4,5,43,935,3,1,1,2,2
90037944,1800000,7500,2,168,747,30,7,1,2,7
21162,2800,2,26,39,693,2,5,2,3,4
431883,30000,45,14,40,1760,4,1,1,10,3
211534,30000,2,12,10,3297,1,1,2,4,5
4420125,455000,120,18,168,4108,50,7,2,2,7
339453,12000,10,13,112,2006,12,8,1,10,4
3313561,150000,500,2,68,1746,400,2,2,2,3
11182,7800,0,26,0,351,30,5,2,10,2
1964933,106000,225,2,80,2542,80,1,1,5,4
15191491,340000,1500,13,168,2035,91,3,2,10,4
154391,26000,3,12,40,3008,3,1,2,4,5
24208,2100,0,12,6,4052,30,1,2,4,5
1046973,600000,50,5,80,1220,25,3,2,2,4
97343,5000,15,8,40,771,13,4,2,10,2
3579178,295000,100,14,40,1313,80,1,2,9,7
419322,220000,170,5,60,431,100,5,2,2,4
695373,1800,0,5,5,1494,30,3,2,4,3
8370074,600000,200,18,168,1710,50,1,1,1,7
43445,10000,5,25,40,3609,1,1,2,2,4
1370103,88000,7,18,168,1867,5,3,2,2,7
2009189,215000,135,14,100,700,298,2,1,4,2
5409350,500001,900,2,120,1348,600,6,1,1,2
25844,1900,6,26,48,4376,4,1,2,3,5
102311,18000,60,2,50,1408,80,1,2,2,3
321494,26500,50,2,40,4246,30,1,1,9,5
562888,58000,125,14,60,2833,30,1,2,9,5
695373,10000,0,91,168,2469,30,8,2,2,4
1450588,178000,300,2,85,3556,200,1,2,10,5
1270031,118000,10,13,80,1671,18,1,2,10,3
132900,9300,21,8,45,1983,21,1,2,5,3
287396,54000,0,1,0,4069,30,3,2,2,5
4422187,146000,26,18,168,1872,22,1,2,3,7
286735,17500,6,12,84,1850,30,1,2,4,3
51466,8500,2,2,40,1845,3,1,2,2,3
14745,2300,6,26,40,3692,1,1,2,2,5
8836134,275000,850,16,168,3064,150,1,1,5,7
22505,7100,3,12,55,2686,2,1,2,4,4
59951,15000,3,25,40,1404,2,1,2,3,4
453074,55000,30,2,40,1054,30,1,1,8,2
4107448,215000,150,25,168,392,50,3,2,2,2
46500,5300,1,25,16,3391,30,5,2,2,5
4057,1600,3,26,38,885,2,1,2,3,2
5708786,255000,200,2,71,3189,500,3,2,3,5
27300,1500,1,2,32,1651,8,4,2,5,3
284335,148000,30,5,40,1210,7,8,2,2,4
2155457,59000,27,6,133,3060,12,3,2,2,4
930817,166000,90,14,50,793,120,1,1,10,2
21512,4500,1,18,168,1990,1,8,2,2,4
240438,11500,24,23,42,705,19,8,1,2,4
12652673,900000,150,18,168,3155,50,3,2,9,5
1877195,130000,89,23,75,2500,27,3,2,2,3
4295865,310000,900,2,50,4123,600,1,2,9,5
71153,7200,4,14,35,702,30,1,2,6,1
1585965,116000,20,13,56,1395,33,8,2,9,3
46876,6000,6,5,60,924,4,3,1,3,2
119510,3800,4,15,60,720,30,1,2,3,1
1301218,78000,100,17,168,636,50,1,2,3,4
77072,1200,8,15,168,4170,2,1,2,3,5
3345111,410000,185,5,122,793,60,5,1,2,2
1813035,200000,50,18,168,646,1,1,1,1,7
568845,250000,300,2,60,962,50,1,2,10,2
185244,13000,5,26,71,1322,7,8,2,3,3
17502023,1500000,7500,2,50,1308,3615,1,2,1,7
1080441,186000,500,14,50,1340,200,1,1,1,3
99937,25000,3,18,168,884,1,1,1,4,2
603684,51000,40,17,168,956,12,1,2,2,2
52282,8300,4,13,45,1827,2,1,2,2,4
4129180,700000,1500,14,84,1642,367,1,1,2,7
3065341,340000,135,14,40,2276,49,3,1,10,4
17506408,700000,2000,2,120,1554,1000,2,2,4,3
632438,320000,70,5,96,967,80,2,2,2,4
2118665,315000,241,14,80,624,1538,1,1,10,2
4627551,600000,600,13,76,845,200,3,2,6,2
8654,3200,2,12,14,1055,1,4,2,4,2
14457,1750,3,26,50,478,30,5,2,9,2
782274,150000,15,5,40,838,8,2,2,2,2
60539,6000,6,5,44,3745,5,3,2,3,5
6248725,210000,150,25,126,2924,50,3,2,2,5
47402,10000,9,26,44,1360,3,1,2,3,2
56530,13250,5,5,40,1013,3,5,2,2,3
2311610,300000,400,2,50,879,250,5,2,5,2
1361861,194000,810,2,80,1013,250,1,2,6,2
932224,182000,84,14,75,1989,131,1,1,10,4
68476,15000,6,13,60,1114,2,1,2,5,2
279254,2600,7,15,125,809,1,3,2,2,2
68328,44500,15,5,60,839,15,2,2,3,2
49442166,1700000,7500,2,168,1678,3615,1,2,8,7
4496,1600,4,14,24,1786,1,1,2,4,3
2607715,60000,25,13,107,535,17,3,2,3,1
91679,1900,12,2,70,675,11,4,2,2,2
1968,2400,1,26,31,581,30,5,2,3,1
3849741,122000,213,5,168,3700,31,1,2,8,5
1631412,104000,12,18,168,1931,14,2,2,5,7
1901494,178000,50,13,38,3388,1,1,1,9,5
988522,210000,119,14,75,596,40,3,1,9,2
695373,8700,0,5,126,2053,30,5,2,2,4
306595,50001,10,25,74,1133,19,3,2,2,3
24683,1900,2,14,35,1355,2,4,2,10,4
1183398,40000,80,16,168,2286,35,1,1,2,7
5288,2100,0,12,2,71,30,1,2,3,3
3284103,250000,6,5,112,1121,2,5,2,2,2
496406,27500,25,14,40,1886,60,1,1,9,3
4760,25000,2,5,45,3769,30,3,2,3,5
95302,6400,4,13,52,1675,19,1,2,10,3
229869,24500,20,8,50,882,20,1,1,2,2
5645621,285000,650,2,65,3659,650,2,2,3,5
359122,52000,10,26,40,1614,6,2,2,10,2
3323593,485000,1000,2,65,1952,1500,2,2,2,4
1685426,152000,500,2,168,1799,100,1,2,9,3
3941324,72000,100,11,168,471,50,5,2,2,1
8780897,1000000,80,13,40,2027,50,1,2,9,3
68106,15000,4,25,60,1243,10,5,2,3,2
1700909,225000,60,2,60,774,45,6,1,2,3
46351,22000,3,12,55,2707,3,1,2,4,4
398255,14250,12,18,168,922,8,1,2,5,3
3703252,220000,1100,2,64,2833,300,2,2,2,5
35426,15000,2,12,10,1843,30,1,1,4,3
1803111,178000,122,14,60,1488,25,1,1,10,3
279649,32500,20,13,40,1592,50,5,2,2,4
32221,2100000,0,1,0,2030,30,2,2,1,7
506078,48000,55,14,40,1749,55,1,2,10,4
992405,142000,45,17,168,875,25,1,2,5,1
5507314,285000,741,2,60,2153,900,6,2,2,4
123974,15000,30,14,52,3976,50,5,1,9,7
268213,20000,9,14,45,2228,2,3,2,5,4
5482801,340000,350,7,168,535,15,3,1,97,7
771790,51000,35,14,40,1136,5,1,2,10,2
1184284,100001,70,14,55,1312,400,1,1,10,3
16402334,700000,2750,2,168,1444,500,1,2,2,3
199716,2000,15,15,105,1858,2,1,2,3,3
6368294,315000,595,2,55,1984,238,2,1,1,3
261035,11000,45,2,72,409,40,3,2,2,3
6834273,600000,1000,16,168,1680,250,1,1,5,7
28567,2400,0,26,0,729,30,5,2,3,1
893623,26000,96,8,168,2950,80,1,2,2,4
5068472,210000,150,25,168,1953,75,3,2,2,3
1733951,93000,240,2,168,1179,115,1,2,5,3
776719,53000,40,17,168,1853,10,1,2,2,3
1139863,245000,53,2,45,922,35,1,1,9,4
742887,80000,150,2,50,2864,89,2,1,2,5
7333304,174000,600,2,60,1733,500,1,1,2,4
1594765,132000,64,2,168,1287,100,1,1,2,3
39659,2400,0,5,48,856,30,5,2,3,1
4617726,600000,750,2,12,2387,250,2,2,1,3
11719345,255000,705,16,168,3812,50,3,1,2,7
400335,174000,80,2,50,1212,53,1,1,3,4
5832120,205000,150,25,168,1485,50,3,2,2,3
130252,23000,12,25,44,803,11,5,2,5,2
1157890,205000,60,14,48,246,70,1,1,10,2
592091,41500,40,17,168,580,25,3,1,3,2
123620,15000,12,2,60,1331,12,1,1,3,3
58070,29000,0,1,0,1941,10,1,2,10,3
60150,2400,2,15,80,1707,30,1,2,3,4
45836,5000,0,26,45,1632,30,5,2,3,4
11539640,1700000,150,24,15,3303,29,1,2,2,7
163593,6100,2,6,42,985,6,3,2,5,2
785641,97000,150,2,60,705,136,1,2,9,2
3847,2400,0,5,168,981,30,5,2,3,2
1177872,600000,30,5,168,808,20,2,2,1,4
1266853,40500,9,11,61,1386,8,3,2,3,3
13955,5300,0,1,0,944,30,5,2,3,2
1248969,48000,50,14,40,1385,84,3,2,10,4
5629124,370000,100,7,168,1704,50,2,1,10,4
4089684,150000,300,2,60,1247,200,1,2,2,3
1793016,300000,300,7,50,383,100,1,1,97,7
238487,21000,12,26,60,932,30,5,1,2,2
4903954,205000,150,25,168,2005,50,3,2,2,4
37339,3500,18,8,48,853,12,1,2,3,3
505172,28500,20,23,119,692,8,1,2,3,2
2849362,300000,100,11,130,3563,80,2,2,3,5
28729,10000,3,5,49,752,5,3,2,2,2
1421569,116000,180,2,64,1879,181,1,1,1,4
106313,30000,5,5,40,1765,4,5,2,3,3
13497629,900000,2750,2,65,1545,1000,6,2,1,3
42292161,1500000,7500,2,65,1301,3615,6,2,1,7
13515,1550,6,2,60,575,7,1,2,2,4
551272,14500,10,6,168,1469,4,1,2,2,4
10010,1200,10,12,15,706,30,1,2,4,2
1088153,355000,40,5,96,1789,7,3,2,2,4
1952,2000,1,26,30,1080,30,4,2,3,2
438497,62000,14,17,168,845,7,1,1,5,1
3660004,310000,40,18,168,1261,10,1,1,9,3
1075587,128000,22,5,16,1530,15,1,1,8,4
16455264,500000,720,16,168,953,150,1,1,5,7
103655,10000,5,14,60,3933,5,1,2,9,7
1012603,67000,63,23,56,2243,19,1,2,7,4
199515,4000,8,15,60,1360,30,1,2,2,3
200810,25000,20,2,48,1554,20,3,2,5,3
5195727,128000,109,23,133,1848,54,1,2,2,4
530241,45500,57,14,40,2069,210,1,1,9,4
287297,29500,5,18,168,1919,2,1,2,2,4
1912388,215000,150,14,55,1849,250,1,2,10,4
149895,1850,10,15,128,2014,30,1,2,1,5
568756,58000,150,5,60,1031,150,2,2,3,2
149514,1800,3,15,84,877,1,3,2,2,2
3259,4000,0,13,4,668,30,5,2,4,2
5544574,205000,150,25,168,3087,75,3,2,2,5
4097749,205000,60,2,45,1062,62,2,1,1,1
2898326,250000,26,18,168,2081,25,1,2,9,4
10842344,310000,650,16,168,3142,1000,1,2,2,7
119265,25000,10,25,60,560,12,5,2,1,1
4058765,360000,110,24,72,3044,50,1,2,1,7
3970552,235000,300,2,120,2352,300,2,1,2,4
147398,1900,8,15,119,890,1,4,2,2,3
104596,14500,12,2,40,972,15,1,2,10,2
9398721,455000,200,14,60,3629,300,3,2,10,5
636625,56000,32,5,50,2324,40,5,2,4,4
2655360,150000,175,7,168,569,200,3,1,10,2
51715,4100,10,8,45,660,8,1,1,2,2
19402,2150,4,14,35,1263,2,3,2,10,4
971907,85000,49,12,61,2064,10,1,1,4,3
417466,130000,38,5,50,943,28,3,2,2,2
16402,3200,2,25,43,2279,1,1,2,3,4
749559,55000,26,2,48,643,20,1,1,2,1
20547,10750,7,13,50,3228,30,1,2,10,5
1572239,95000,180,2,60,821,160,1,1,2,2
51196,18000,2,5,40,209,4,5,2,3,2
7245630,900000,500,5,120,1731,200,5,2,3,3
44748,4000,10,2,40,1799,9,1,2,10,3
2201749,178000,200,14,45,3161,88,1,2,9,5
4939917,350000,200,14,50,3062,300,3,1,9,5
624792,114000,80,14,40,505,120,1,1,10,2
310898,72000,40,5,12,2022,10,2,2,3,5
528583,41000,40,25,68,2013,7,1,2,2,4
2068987,98000,35,13,102,3865,20,1,1,10,5
633511,94000,350,2,60,1596,89,3,1,3,3
5506478,270000,50,18,168,3621,30,1,2,3,7
211906,19750,4,14,60,1539,4,1,2,10,4
69708,2400,2,15,40,221,30,1,2,3,1
1635703,112000,300,2,100,322,130,3,1,1,3
1131322,210000,200,14,100,845,280,1,1,10,2
1175204,270000,77,5,55,1067,40,2,2,2,2
247530,66000,9,18,168,608,30,4,2,2,7
21401,4800,5,26,40,2368,2,3,2,3,4
10086704,470000,1377,16,168,1645,400,6,1,5,7
399549,144000,10,18,168,2491,4,3,2,3,7
5379597,205000,150,25,168,3627,50,3,2,2,5
11880,1200,2,25,24,1075,30,5,2,2,2
53158,3000,10,7,168,252,30,5,2,5,2
162445,36000,4,5,96,1809,10,5,2,2,3
5179,7800,1,5,168,1943,30,5,2,3,4
229605,260000,0,1,0,1100,30,6,2,1,4
2333737,140000,100,13,108,1380,20,3,2,10,2
1926344,110000,100,26,168,2139,35,2,1,2,4
292732,19000,25,14,80,999,20,3,2,5,7
110840,27500,8,5,50,1428,2,5,2,3,3
137151,25000,18,14,45,280,55,3,1,8,1
3405373,320000,900,2,60,96,400,6,1,2,3
516702,3000,18,15,120,1601,2,1,2,3,3
4889415,300000,180,91,168,1694,50,5,1,8,3
255645,25000,5,25,84,3173,16,1,2,5,4
1333836,200000,350,2,45,935,200,1,2,10,2
60954,5200,11,2,55,381,1,4,2,3,3
1142505,150000,40,14,40,1924,150,3,1,10,4
1263489,270000,50,5,50,1465,12,3,2,3,3
5305730,184000,115,25,168,2252,50,3,2,2,4
2968019,178000,100,14,98,1024,200,1,2,9,7
10529319,215000,150,14,168,1786,350,3,1,6,7
6164196,110000,876,8,168,1409,100,3,2,5,3
138074,47000,62,14,40,172,16,1,2,2,4
34678,10000,2,12,30,1748,3,1,2,4,3
20540,5000,7,26,40,2470,30,2,2,2,4
1380608,104000,15,18,168,1807,6,1,1,3,7
4618657,210000,35,18,168,2181,14,3,2,6,7
141195,17000,40,2,50,1942,60,1,2,2,4
491872,35000,2,25,47,2070,2,5,2,2,4
5227154,220000,150,16,168,580,150,1,1,5,7
277298,84000,20,18,168,2734,4,1,2,2,7
29935,6000,5,5,168,590,30,5,2,2,1
66031,25000,1,12,3,138,1,1,2,4,2
77955,3850,6,14,40,590,10,1,2,10,4
109998,3250,3,18,168,3153,1,3,2,2,7
26067,24000,4,13,20,1696,1,4,2,3,3
68901,2400,20,13,5,1633,30,5,2,4,3
3198216,500000,200,14,80,3962,500,1,1,10,5
571029,164000,100,91,50,752,35,2,2,2,2
3375319,240000,700,14,55,3986,50,1,1,10,5
368390,54000,26,12,50,1596,8,1,2,4,4
1680343,57000,300,2,70,3754,50,3,2,5,5
113115,3700,2,13,60,1295,2,1,2,10,2
20485,3000,4,25,43,3054,5,4,2,2,5
230992,4000,5,15,168,4234,1,1,2,3,5
16817,5700,12,2,40,1053,3,4,2,9,2
5369434,220000,400,8,168,1014,10,1,1,5,3
1062576,158000,90,14,60,1573,25,1,1,10,3
3095293,285000,350,17,168,958,200,1,1,2,2
4410126,300000,80,18,168,1117,10,2,1,2,7
39739955,1700000,3500,16,168,3096,3615,2,2,97,7
922851,42000,105,26,168,1019,200,1,2,3,3
1104922,58000,200,2,60,1840,70,1,2,9,4
883797,84000,30,18,168,2283,8,3,2,3,7
8784519,600000,150,18,168,1146,200,1,2,2,7
19420,1100,3,2,16,2960,3,4,2,2,5
1186246,100000,25,13,80,1334,12,1,2,2,2
1004507,92000,25,14,45,2232,300,1,2,10,4
7126,3000,2,26,45,674,3,5,2,3,2
2642708,235000,60,25,105,485,28,2,2,3,1
230130,54000,50,12,60,1733,10,2,2,5,5
43901,3200,2,26,40,528,4,3,2,10,1
609918,12000,40,25,80,966,40,3,2,3,2
695373,1800,0,5,130,2255,30,5,2,2,4
4739341,300000,250,7,168,714,150,2,2,9,2
2029091,330000,60,5,110,1455,15,3,2,2,3
7301,7400,0,91,84,1196,30,5,2,10,3
789888,70000,60,25,40,4636,5,3,2,2,5
1148469,62000,45,17,168,1272,5,4,2,2,3
11216,2500,1,26,50,744,30,1,2,3,1
1775652,80000,107,2,168,1550,200,1,2,8,3
4621166,420000,450,16,168,1581,500,1,2,97,7
1064697,210000,140,8,60,1436,150,1,2,5,3
2784117,172000,325,2,50,1657,320,1,2,1,3
3552318,108000,200,16,168,277,100,1,1,97,7
11075,6100,0,13,15,1399,30,1,2,5,2
